,PGA,PGV,CAV,AI,Ds575,Ds595,pSA_0.010000000000,pSA_0.010722672000,pSA_0.011497570000,pSA_0.012328467000,pSA_0.013219411000,pSA_0.014174742000,pSA_0.015199111000,pSA_0.016297508000,pSA_0.017475284000,pSA_0.018738174000,pSA_0.020000000000,pSA_0.020092330000,pSA_0.021544347000,pSA_0.023101297000,pSA_0.024770764000,pSA_0.026560878000,pSA_0.028480359000,pSA_0.030538555000,pSA_0.032745492000,pSA_0.035111917000,pSA_0.037649358000,pSA_0.040370173000,pSA_0.043287613000,pSA_0.046415888000,pSA_0.049770236000,pSA_0.050000000000,pSA_0.053366992000,pSA_0.057223677000,pSA_0.061359073000,pSA_0.065793322000,pSA_0.070548023000,pSA_0.075646333000,pSA_0.081113083000,pSA_0.086974900000,pSA_0.093260335000,pSA_0.100000000000,pSA_0.107226722000,pSA_0.114975700000,pSA_0.123284674000,pSA_0.132194115000,pSA_0.141747416000,pSA_0.151991108000,pSA_0.162975083000,pSA_0.174752840000,pSA_0.187381742000,pSA_0.200000000000,pSA_0.200923300000,pSA_0.215443469000,pSA_0.231012970000,pSA_0.247707636000,pSA_0.265608778000,pSA_0.284803587000,pSA_0.300000000000,pSA_0.305385551000,pSA_0.327454916000,pSA_0.351119173000,pSA_0.376493581000,pSA_0.400000000000,pSA_0.403701726000,pSA_0.432876128000,pSA_0.464158883000,pSA_0.497702356000,pSA_0.500000000000,pSA_0.533669923000,pSA_0.572236766000,pSA_0.613590727000,pSA_0.657933225000,pSA_0.705480231000,pSA_0.750000000000,pSA_0.756463328000,pSA_0.811130831000,pSA_0.869749003000,pSA_0.932603347000,pSA_1.000000000000,pSA_1.072267222000,pSA_1.149756995000,pSA_1.232846739000,pSA_1.321941148000,pSA_1.417474163000,pSA_1.519911083000,pSA_1.629750835000,pSA_1.747528400000,pSA_1.873817423000,pSA_2.000000000000,pSA_2.009233003000,pSA_2.154434690000,pSA_2.310129700000,pSA_2.477076356000,pSA_2.656087783000,pSA_2.848035868000,pSA_3.000000000000,pSA_3.053855509000,pSA_3.274549163000,pSA_3.511191734000,pSA_3.764935807000,pSA_4.000000000000,pSA_4.037017259000,pSA_4.328761281000,pSA_4.641588834000,pSA_4.977023564000,pSA_5.000000000000,pSA_5.336699231000,pSA_5.722367659000,pSA_6.135907273000,pSA_6.579332247000,pSA_7.054802311000,pSA_7.500000000000,pSA_7.564633276000,pSA_8.111308308000,pSA_8.697490026000,pSA_9.326033469000,pSA_10.000000000000,EAS_0.015000000000,EAS_0.020000000000,EAS_0.025000000000,EAS_0.030000000000,EAS_0.035000000000,EAS_0.040000000000,EAS_0.045000000000,EAS_0.050000000000,EAS_0.060000000000,EAS_0.070000000000,EAS_0.080000000000,EAS_0.090000000000,EAS_0.100000000000,EAS_0.107226722000,EAS_0.114975700000,EAS_0.123284674000,EAS_0.132194115000,EAS_0.141747416000,EAS_0.151991108000,EAS_0.162975084000,EAS_0.174752840000,EAS_0.187381742000,EAS_0.200923300000,EAS_0.215443469000,EAS_0.231012970000,EAS_0.247707636000,EAS_0.265608778000,EAS_0.284803587000,EAS_0.305385551000,EAS_0.327454916000,EAS_0.351119173000,EAS_0.376493581000,EAS_0.403701726000,EAS_0.432876128000,EAS_0.464158883000,EAS_0.497702356000,EAS_0.533669923000,EAS_0.572236766000,EAS_0.613590727000,EAS_0.657933225000,EAS_0.705480231000,EAS_0.756463328000,EAS_0.811130831000,EAS_0.869749003000,EAS_0.932603347000,EAS_1.000000000000,EAS_1.072267222000,EAS_1.149756995000,EAS_1.232846739000,EAS_1.321941149000,EAS_1.417474163000,EAS_1.519911083000,EAS_1.629750835000,EAS_1.747528400000,EAS_1.873817423000,EAS_2.009233003000,EAS_2.154434690000,EAS_2.310129700000,EAS_2.477076356000,EAS_2.656087783000,EAS_2.848035868000,EAS_3.053855509000,EAS_3.274549163000,EAS_3.511191734000,EAS_3.764935807000,EAS_4.037017259000,EAS_4.328761281000,EAS_4.641588834000,EAS_4.977023564000,EAS_5.336699231000,EAS_5.722367659000,EAS_6.135907273000,EAS_6.579332247000,EAS_7.054802311000,EAS_7.564633276000,EAS_8.111308308000,EAS_8.697490026000,EAS_9.326033469000,EAS_10.000000000000,EAS_10.722672220000,EAS_11.497569950000,EAS_12.328467390000,EAS_13.219411480000,EAS_14.174741630000,EAS_15.199110830000,EAS_16.297508350000,EAS_17.475284000000,EAS_18.738174230000,EAS_20.092330030000,EAS_21.544346900000,EAS_23.101297000000,EAS_24.770763560000
stat_1,0.079697392,0.075443526,0.059327809,0.131682952,0.06335191,0.049471793,0.079951155,0.080006285,0.079881766,0.079939187,0.079978447,0.080036831,0.080063059,0.08007347,0.080067424,0.080010717,0.080035579,0.080038986,0.080041633,0.080013543,0.080064853,0.08018811,0.080221325,0.080285794,0.080342444,0.080400823,0.08036554,0.080456907,0.080577779,0.080764238,0.08088622,0.080874319,0.080930374,0.081157082,0.081383069,0.081847543,0.082008636,0.081764841,0.082055567,0.081975713,0.082131457,0.08207183,0.082365057,0.082695325,0.08336369,0.083700557,0.084109506,0.084237689,0.084541993,0.085570195,0.085805905,0.085465548,0.085473455,0.085784616,0.086386812,0.086614215,0.086326094,0.086762214,0.086703798,0.08649525,0.085890323,0.08574364,0.0859153,0.086171747,0.086303341,0.087212849,0.088164873,0.08883639,0.088877029,0.088731093,0.089160064,0.089394855,0.08901192,0.087966953,0.08723617,0.087189154,0.086635279,0.085491752,0.084441512,0.083921161,0.084301466,0.085534865,0.087496496,0.089857488,0.091661142,0.092668835,0.093173532,0.093903476,0.094874892,0.09536049,0.095335168,0.094798743,0.094392107,0.09377382,0.092534937,0.09066317,0.089537302,0.089178621,0.088825673,0.088018983,0.087033304,0.085475509,0.085290358,0.083721529,0.082048853,0.080412933,0.080303125,0.078829801,0.076868246,0.075601824,0.074468104,0.073076676,0.072194839,0.072087846,0.071213691,0.070682966,0.07030804,0.069568333,0.190067633,0.18388694,0.179099807,0.17583263,0.168194858,0.162275868,0.15806585,0.154607359,0.148056033,0.137462797,0.129306314,0.120356352,0.112989125,0.109501404,0.107396983,0.105520003,0.104345028,0.103425231,0.102858807,0.10108792,0.099693803,0.099056825,0.098891566,0.098660697,0.099993487,0.09984586,0.101281181,0.103483076,0.103449485,0.10250066,0.103415931,0.104920661,0.108126321,0.108696401,0.108050132,0.108426313,0.108026348,0.105402637,0.104523863,0.105022094,0.102438564,0.0982035,0.092281212,0.087397785,0.085642463,0.084382966,0.083771206,0.083754547,0.085791022,0.086488042,0.086836217,0.086851746,0.087164977,0.086226827,0.086106287,0.085644712,0.084092417,0.082054875,0.080734006,0.081155278,0.080657802,0.080330029,0.081103472,0.081314003,0.081788844,0.081838672,0.080446064,0.080308513,0.081373817,0.082919945,0.083754278,0.083901797,0.085708948,0.088390689,0.09169853,0.095631539,0.099242957,0.103251777,0.108938002,0.116190826,0.123431957,0.130404015,0.138088935,0.146961776,0.156777366,0.167820885,0.180753326,0.195350697,0.210560681,0.226622178,0.253228152,0.296840175
stat_2,0.100057408,0.094798964,0.073802486,0.164582252,0.079141655,0.062040578,0.100378648,0.100448152,0.100290195,0.100362938,0.100412158,0.100486155,0.100518237,0.100530718,0.100523156,0.100450039,0.100480883,0.100485203,0.100487309,0.100448476,0.100512024,0.100668013,0.100707165,0.100789133,0.100855324,0.100928015,0.100876423,0.10098517,0.10113109,0.101377246,0.101525872,0.10151055,0.101575484,0.101852185,0.102114528,0.102689815,0.102880727,0.102553928,0.102903847,0.10277688,0.102932378,0.10281326,0.103176357,0.103588925,0.104459754,0.104878035,0.105407557,0.105591723,0.105975765,0.10730958,0.10764429,0.107263804,0.107276464,0.107689512,0.108472954,0.108759284,0.108372541,0.10894497,0.108877582,0.108611457,0.107862518,0.107711217,0.107943886,0.108251854,0.108415394,0.109551423,0.110749817,0.111598234,0.111648337,0.111447541,0.111964847,0.112259731,0.111767421,0.110415386,0.109477399,0.109413441,0.10869273,0.107237459,0.105905941,0.10526843,0.105822022,0.107425619,0.109949124,0.112955148,0.115231673,0.116485555,0.117100231,0.118006473,0.119212187,0.119852578,0.11982156,0.119172848,0.118712485,0.117958201,0.116408134,0.114062173,0.112664312,0.112216457,0.111789125,0.11076712,0.10950682,0.107517896,0.107283958,0.105298863,0.103183381,0.101104612,0.100965581,0.099096488,0.096616594,0.095014959,0.093574978,0.091812535,0.090703464,0.090569495,0.089471586,0.088795608,0.088301307,0.087354456,0.235769159,0.227573685,0.221481408,0.218081394,0.209551197,0.202621161,0.197423245,0.193012075,0.184305375,0.170748912,0.160292918,0.149139205,0.140080968,0.13589756,0.133531045,0.13157997,0.130535797,0.129615445,0.129037588,0.12685326,0.125075994,0.124334924,0.124208284,0.1239728,0.125598213,0.125348798,0.127148078,0.130075123,0.130244089,0.129095984,0.130249256,0.132091653,0.136143683,0.136844444,0.135955387,0.136345483,0.135776226,0.132466364,0.131437694,0.132138992,0.128920541,0.123574427,0.116013165,0.109773848,0.107489596,0.105803685,0.104974579,0.104876809,0.107523919,0.108451795,0.108908422,0.108922145,0.109306322,0.108147309,0.108032842,0.107427738,0.105468046,0.102904595,0.101245841,0.101816456,0.101107004,0.100568831,0.101536666,0.101795425,0.102397059,0.102463014,0.100629087,0.100403771,0.101680933,0.1035022,0.1044265,0.104502385,0.106771715,0.11012971,0.11430727,0.119308577,0.123786509,0.128780585,0.136030503,0.145342174,0.154536301,0.163338694,0.173076755,0.18433994,0.19679922,0.210800027,0.227239512,0.245770849,0.264980307,0.285076821,0.317868987,0.371282512
stat_3,0.107231346,0.101602355,0.078967323,0.176272627,0.084510388,0.06636782,0.107575799,0.107650323,0.107480937,0.107558948,0.10761171,0.107691066,0.107725439,0.107738811,0.10773071,0.107652211,0.107685243,0.107689875,0.107692121,0.107650357,0.107718463,0.10788569,0.107927436,0.108015208,0.108085942,0.108163918,0.108108451,0.108224727,0.108380857,0.108645455,0.108804429,0.108787979,0.108857277,0.109153609,0.109433251,0.110049087,0.11025232,0.109899692,0.11027296,0.11013335,0.11029409,0.110159549,0.110547909,0.110989765,0.111928139,0.112375722,0.112945788,0.113146576,0.113558482,0.114994013,0.11535758,0.114954749,0.114968556,0.11541221,0.116252419,0.116559201,0.11614365,0.116758416,0.11668572,0.11640044,0.115597781,0.115434576,0.115681908,0.116015301,0.116190993,0.117410308,0.118694148,0.119604759,0.119658533,0.119444301,0.119999168,0.120317322,0.119790476,0.118337338,0.117329416,0.117260244,0.116484844,0.114922516,0.113493295,0.112812171,0.113416052,0.115140909,0.117850905,0.121075811,0.123517958,0.124859775,0.125519093,0.126490493,0.12778003,0.128469106,0.128435993,0.127744674,0.12725535,0.126443841,0.124778726,0.122262111,0.12076299,0.12028216,0.119813624,0.118702615,0.117336961,0.115197662,0.114947229,0.112826162,0.110564047,0.108334848,0.108185913,0.106179155,0.103521942,0.101811153,0.100270574,0.098379711,0.097189012,0.097044353,0.095855442,0.095112535,0.094562943,0.093538397,0.251041524,0.242096855,0.23554876,0.232200358,0.223523963,0.216332726,0.210814589,0.206067452,0.196548664,0.18194173,0.170670047,0.158774237,0.149164792,0.144770278,0.142354366,0.140442912,0.139521456,0.138646986,0.138090174,0.135769163,0.133848984,0.133084003,0.132987683,0.132760443,0.134461168,0.134155461,0.136064399,0.13925669,0.139544451,0.138376069,0.139630869,0.14161104,0.145958983,0.14671713,0.145761254,0.146168161,0.145549015,0.142000347,0.140906629,0.141664318,0.138217152,0.132483194,0.124365626,0.117664544,0.115203895,0.113380672,0.112481391,0.112362269,0.115216272,0.116219718,0.116712339,0.116726055,0.117135725,0.115895803,0.115777846,0.115125309,0.113023416,0.110275055,0.108496556,0.109113071,0.108341429,0.107744188,0.108781,0.109057492,0.10970329,0.109774509,0.107793606,0.107541941,0.108898903,0.110826909,0.111791825,0.111849589,0.114282246,0.117879942,0.122363604,0.127738084,0.132526038,0.137870583,0.145665244,0.155687359,0.165561812,0.175005868,0.185459874,0.197553611,0.210930005,0.225955934,0.24359814,0.263468785,0.284030539,0.305455999,0.340208619,0.39672909
stat_4,0.090948475,0.086146423,0.06726362,0.149778222,0.072203625,0.056485253,0.091239846,0.091302922,0.091159718,0.091225671,0.091270391,0.091337478,0.091366749,0.091378166,0.091371282,0.091305287,0.091333408,0.091337324,0.091339385,0.091304721,0.091362561,0.091504128,0.091540367,0.091614918,0.091675928,0.091741903,0.091695895,0.091795644,0.091929067,0.092150528,0.092286531,0.092272684,0.092332575,0.092584708,0.092826435,0.093350741,0.093527247,0.093234833,0.093555816,0.093446497,0.093598804,0.093502013,0.093832677,0.094208332,0.094991774,0.095373318,0.095849574,0.096011665,0.096360128,0.097561466,0.097856381,0.097499982,0.097510932,0.097883563,0.098592073,0.098852373,0.09850536,0.099020793,0.098959594,0.098718387,0.098036216,0.097894519,0.098104921,0.098383613,0.098532012,0.0995631,0.100652553,0.101420912,0.101466494,0.101285161,0.101756906,0.102020835,0.10157211,0.100351919,0.099504715,0.099447792,0.098797602,0.097479158,0.096273409,0.095690682,0.096173364,0.097617604,0.099897063,0.102619185,0.104683398,0.105827395,0.106387574,0.107211985,0.10831351,0.108888039,0.108859561,0.108261193,0.107830358,0.107144745,0.105738944,0.103608165,0.102335131,0.101928274,0.101544849,0.10062953,0.099499794,0.097705904,0.09749349,0.095689314,0.093767161,0.091885365,0.091759259,0.090068179,0.08781833,0.086361332,0.085054685,0.083458539,0.082452653,0.082331661,0.081342794,0.080742548,0.08031111,0.079460877,0.215852705,0.208582182,0.203071797,0.199672107,0.191438593,0.184902994,0.180131534,0.176148654,0.168443221,0.156219133,0.146797001,0.136608368,0.128279613,0.124385934,0.122109632,0.120150277,0.118997248,0.11804402,0.117450483,0.115443228,0.113841855,0.113136905,0.112978422,0.112735136,0.114246431,0.114055807,0.115699461,0.118286076,0.11832566,0.117232055,0.118264753,0.11994388,0.123616372,0.124248526,0.123455061,0.123833682,0.123335362,0.120330105,0.119376565,0.119997256,0.117066016,0.112216633,0.105378052,0.099736565,0.097684534,0.096178252,0.095439434,0.095373653,0.097753452,0.098584355,0.098994252,0.099008545,0.099363968,0.098309162,0.098198075,0.097656572,0.095878388,0.093550735,0.092046512,0.092556368,0.091932684,0.09147597,0.092356504,0.092594379,0.093139627,0.093197941,0.091555663,0.091364778,0.092541782,0.094231764,0.095108233,0.095210235,0.097271675,0.10032516,0.104113468,0.108638047,0.112722839,0.117270786,0.123824229,0.132222288,0.140544594,0.148528187,0.15734947,0.167548168,0.178831128,0.191518288,0.206410689,0.223213612,0.240677013,0.259046774,0.289243019,0.338509437
stat_5,0.113267889,0.107320452,0.08341454,0.186243131,0.088854661,0.069911996,0.113631469,0.113710233,0.113531502,0.113613872,0.113669695,0.113753471,0.113790076,0.113804418,0.113795868,0.113713111,0.113748046,0.113752937,0.113755761,0.113712491,0.113784822,0.113961168,0.114005396,0.114097325,0.114173278,0.114256271,0.114200352,0.114324928,0.114491779,0.114768816,0.114937541,0.114920224,0.114994911,0.115311578,0.115613015,0.116265274,0.116480246,0.116110119,0.116507109,0.116362277,0.116531776,0.116390642,0.116802498,0.117269042,0.118259326,0.118731914,0.119335689,0.119545614,0.119980887,0.121495891,0.121877072,0.121446282,0.121460413,0.12192119,0.122799267,0.123122683,0.12268948,0.123334053,0.123253187,0.122953056,0.122101576,0.121917026,0.122169101,0.122533934,0.122721267,0.124016841,0.125370446,0.1263355,0.126392823,0.126175457,0.12677192,0.12711751,0.126571232,0.125041472,0.123977311,0.12390455,0.123089977,0.121441858,0.119929862,0.119208102,0.119845398,0.121663268,0.1245199,0.127922859,0.130506418,0.131921178,0.132626647,0.133657778,0.135015952,0.135741446,0.135706627,0.134980536,0.134459546,0.133587423,0.131817204,0.129152105,0.12756341,0.127053162,0.126533949,0.125331933,0.123865229,0.121594303,0.121330325,0.11910135,0.116721759,0.114365784,0.114208648,0.112083058,0.109277994,0.107482544,0.105861654,0.103860734,0.102598743,0.102443681,0.101164611,0.100349702,0.099739461,0.09864319,0.26320016,0.253605173,0.246678528,0.24343525,0.23475219,0.227410727,0.221641342,0.216607929,0.206359281,0.190861823,0.178899887,0.166406211,0.156365292,0.15181903,0.149393585,0.147565862,0.14681383,0.146025834,0.145519521,0.143096315,0.141050321,0.140281581,0.140234183,0.140030474,0.141771954,0.141400519,0.143395295,0.146838721,0.147284947,0.146151002,0.147513251,0.149627614,0.154227108,0.155049877,0.154057535,0.154485118,0.153830109,0.15008411,0.148923811,0.149713711,0.146069324,0.140008328,0.13143623,0.124358132,0.121753896,0.119832575,0.118885791,0.118754283,0.121774028,0.122830539,0.123350724,0.12336464,0.123789203,0.122471162,0.122339942,0.121647204,0.119426598,0.116521307,0.114635022,0.115280422,0.114469671,0.113842256,0.114937578,0.115227048,0.115909556,0.115986385,0.113889662,0.113623794,0.115056705,0.117086706,0.118097006,0.118148075,0.120720419,0.124523383,0.129265371,0.134953376,0.140011451,0.14566067,0.153910885,0.164523186,0.174970213,0.184955832,0.196012298,0.208800153,0.222941371,0.238817744,0.257440423,0.278391775,0.30002518,0.322444525,0.358583128,0.417383668
stat_6,0.107308328,0.101675903,0.079047813,0.176428921,0.084538726,0.066396938,0.107652984,0.107727575,0.107558102,0.107636166,0.107688989,0.107768396,0.107802862,0.107816295,0.10780819,0.107729661,0.107762724,0.10776736,0.107769715,0.107728115,0.107796366,0.107963644,0.108005438,0.108093074,0.108164151,0.108242346,0.108187519,0.108304334,0.108461096,0.108725241,0.108884533,0.108868086,0.108937831,0.109235389,0.109517025,0.110133858,0.110337399,0.109985415,0.110359957,0.110221461,0.110382898,0.110249523,0.110638839,0.111080976,0.112018966,0.112466883,0.113037567,0.113237338,0.113649554,0.115085019,0.115447556,0.115042639,0.115056321,0.115498141,0.116336654,0.116643503,0.116228964,0.116843097,0.11676939,0.116484161,0.11568015,0.115514557,0.115760521,0.11609652,0.116272694,0.117494512,0.118778742,0.119690804,0.119744722,0.119532237,0.120089949,0.120410778,0.119886273,0.11843382,0.117425546,0.117356471,0.116582197,0.115019755,0.113589057,0.112906474,0.113509572,0.115234115,0.117944452,0.121170988,0.123615798,0.124957995,0.125619795,0.126593092,0.12788266,0.128571657,0.128538556,0.127847661,0.127357167,0.126542283,0.124873958,0.122354411,0.120853601,0.120372098,0.119900088,0.118784721,0.11741503,0.115272002,0.115021388,0.112899284,0.110636038,0.108404131,0.108255067,0.106245406,0.103585808,0.10187484,0.100333431,0.098440026,0.097247775,0.0971027,0.095910025,0.095163479,0.094610456,0.093583549,0.251091798,0.242136581,0.235584101,0.232244469,0.223583339,0.216399469,0.210879742,0.206127375,0.196590063,0.181969018,0.170686728,0.158786584,0.14917572,0.1447832,0.142372062,0.14046947,0.139561547,0.138697711,0.138149118,0.13582985,0.133907479,0.133146106,0.133055874,0.132833123,0.134531369,0.134221932,0.136133112,0.139336947,0.13963864,0.13847945,0.139739943,0.141724751,0.146077118,0.146839567,0.145886658,0.146294099,0.145674953,0.142124459,0.141027952,0.141783499,0.138333039,0.132594086,0.124471745,0.117767068,0.11530459,0.113483816,0.112586721,0.11246817,0.115322822,0.116324387,0.116816813,0.116830501,0.117238111,0.115994339,0.11587367,0.115219999,0.113116685,0.110365802,0.108583655,0.109198354,0.108428609,0.107835122,0.108872759,0.109148633,0.109794829,0.109866591,0.107885481,0.107635598,0.10899568,0.110927544,0.111895425,0.11195489,0.114390004,0.117991286,0.12247853,0.12785733,0.132651096,0.138002279,0.145802744,0.155832161,0.165715174,0.1751672,0.185630083,0.197732965,0.211119151,0.226154667,0.243804367,0.263681255,0.284244199,0.305656054,0.340372305,0.396862347
stat_7,0.102487211,0.097099323,0.075560636,0.16855657,0.080933793,0.063491103,0.102816202,0.102887393,0.102725634,0.102800133,0.102850555,0.102926338,0.102959229,0.102972035,0.102964289,0.10288943,0.102921031,0.102925455,0.102927655,0.102887971,0.102953095,0.103112841,0.103152977,0.103236877,0.103304797,0.103379294,0.103326642,0.103438142,0.103587704,0.103839687,0.103991981,0.103976291,0.104042882,0.104326443,0.104595222,0.105184448,0.105379896,0.105044899,0.10540305,0.105272402,0.105430708,0.105307291,0.105678946,0.106101503,0.106994613,0.107422947,0.107965741,0.10815511,0.108548536,0.109915735,0.110259177,0.109869711,0.109882673,0.110305426,0.111107075,0.111400301,0.111004801,0.111590567,0.11152114,0.111248715,0.110481113,0.110324075,0.110560599,0.110878172,0.111045935,0.112210521,0.113437689,0.11430692,0.114358314,0.114153799,0.114684646,0.114987197,0.114483331,0.113098282,0.112137258,0.112071677,0.111332955,0.109841814,0.108477684,0.107825108,0.108393409,0.110036231,0.11262046,0.115698635,0.118030616,0.119314884,0.11994548,0.120874149,0.122108983,0.122764492,0.122732724,0.122068305,0.121595552,0.120820518,0.119230898,0.116826624,0.115393161,0.114933845,0.114489912,0.113436055,0.112139463,0.110101206,0.109861861,0.107833188,0.105670152,0.103542224,0.10339994,0.101485158,0.098946558,0.097309606,0.095837059,0.094031904,0.092895031,0.092757272,0.091626771,0.09092577,0.090410969,0.089437349,0.240848209,0.232399587,0.226155077,0.222777769,0.214209645,0.207199644,0.201896941,0.197373221,0.188390294,0.174480938,0.16375093,0.152350174,0.143109649,0.138857456,0.13647733,0.134544859,0.133549078,0.132648581,0.132079793,0.129849866,0.1280231,0.127274972,0.127159723,0.126927307,0.128573842,0.128302732,0.130134807,0.133147921,0.13335933,0.132212357,0.133402387,0.135295861,0.139446549,0.140168082,0.139260648,0.13966054,0.139077355,0.135687091,0.134633402,0.135350267,0.132052939,0.126577067,0.118833601,0.11244213,0.110101035,0.108370823,0.107518715,0.107415466,0.110130882,0.111083685,0.111552092,0.111565998,0.111959729,0.110773436,0.110657168,0.110036945,0.108029386,0.105403543,0.103704661,0.104289846,0.103561544,0.103005741,0.103997024,0.104262103,0.104878601,0.104946156,0.103063981,0.102830316,0.104135164,0.105994094,0.106933483,0.107004279,0.109328932,0.112768253,0.117049403,0.12217643,0.126759892,0.131872838,0.139305932,0.148854804,0.158277021,0.167295546,0.177273667,0.188814777,0.201580509,0.215924147,0.232763614,0.251738659,0.271396965,0.29193384,0.325367808,0.379796989
stat_8,0.095815913,0.090779103,0.070744636,0.157662889,0.075972735,0.059487199,0.096123495,0.096190039,0.0960388,0.096108446,0.09615557,0.096226418,0.096257129,0.096269073,0.09626183,0.096191847,0.09622139,0.096225526,0.096227527,0.096190355,0.096251195,0.096400564,0.096438119,0.096516661,0.096580071,0.096649638,0.096600228,0.09670443,0.096844236,0.097079705,0.097222125,0.097207461,0.097269731,0.097534765,0.097786642,0.098337863,0.098521268,0.098209449,0.098545423,0.098425623,0.098577394,0.098466877,0.098815076,0.099210281,0.100041496,0.100442372,0.100948233,0.101122775,0.101490378,0.102764673,0.103082906,0.102716411,0.10272844,0.103123646,0.103873988,0.104148234,0.103777997,0.104325941,0.104261765,0.104006868,0.10328992,0.103146516,0.103371052,0.103663599,0.10381992,0.104906639,0.106054568,0.10686645,0.106914362,0.106721157,0.107215954,0.107497466,0.107025769,0.10573283,0.10483577,0.104774809,0.104086238,0.102694085,0.101419946,0.100808339,0.101333732,0.102866782,0.105281577,0.10815952,0.110338718,0.11154007,0.112128055,0.112995673,0.114151155,0.114763685,0.114733941,0.114111518,0.11367011,0.112950199,0.11146823,0.109223351,0.10788621,0.107458005,0.107056284,0.106087283,0.104888954,0.102987394,0.102763094,0.100856928,0.098826908,0.096835795,0.096702555,0.09491408,0.092538175,0.091000251,0.089618918,0.087931858,0.086871072,0.08674349,0.085700056,0.085064508,0.084603379,0.083702462,0.226737213,0.218977984,0.213153193,0.209730947,0.20129788,0.194525884,0.189517049,0.185303145,0.177070834,0.164131239,0.154154138,0.143438902,0.134707655,0.130650563,0.128315551,0.126344045,0.125229539,0.124282782,0.123693095,0.121589751,0.119897157,0.1191705,0.119026526,0.118786892,0.120369177,0.120153378,0.121890031,0.124665363,0.124767663,0.123628816,0.124721523,0.12647965,0.130358244,0.131024876,0.130172569,0.130549311,0.130007196,0.126838303,0.125850212,0.126520548,0.123438396,0.118320179,0.111083068,0.105113628,0.102931401,0.10132543,0.100537546,0.100451099,0.102977105,0.103860518,0.104296117,0.104309697,0.104677847,0.103566282,0.103454063,0.102876281,0.101000467,0.098546131,0.096957699,0.09750165,0.096827697,0.096323163,0.097250167,0.097498198,0.098073778,0.098136762,0.096388823,0.096178821,0.097408497,0.099165837,0.100065422,0.100151478,0.102324265,0.105540494,0.10953714,0.114318253,0.118612687,0.123399611,0.130328366,0.139222428,0.148016181,0.156440218,0.165756981,0.176531775,0.188452092,0.201850022,0.217583301,0.2353289,0.253742786,0.273054026,0.30468646,0.356260956
stat_9,0.099697468,0.094468677,0.073522209,0.163958759,0.078941358,0.061862672,0.100017852,0.100087143,0.099929572,0.100002129,0.100051168,0.10012498,0.100156864,0.100169244,0.100161712,0.100088641,0.100119334,0.100123643,0.100125628,0.100086579,0.100149826,0.100305375,0.100344103,0.100425838,0.100491318,0.100563727,0.100511737,0.100619616,0.100764597,0.101010899,0.101158581,0.101143279,0.101207557,0.101482861,0.101743025,0.102315797,0.10250509,0.102178188,0.102526199,0.102398376,0.10255077,0.102430003,0.102791955,0.103202848,0.104071805,0.10448825,0.105017097,0.105201438,0.105584237,0.106915789,0.10725177,0.106876069,0.106888891,0.107301889,0.108084946,0.108370313,0.107982432,0.108555367,0.108488755,0.108223107,0.107478045,0.107331724,0.107566497,0.107870815,0.108033507,0.109164656,0.110359136,0.11120526,0.111255063,0.111052939,0.111566486,0.11186118,0.111370632,0.110020554,0.109084339,0.109020273,0.108301155,0.106850333,0.105522313,0.10488765,0.105444939,0.107047259,0.109567785,0.112568058,0.114838101,0.116085911,0.11669647,0.117598642,0.118798094,0.119439639,0.119408837,0.118765754,0.118313522,0.117565379,0.116022392,0.113686186,0.112296707,0.111851226,0.111432509,0.110419089,0.109165437,0.107179749,0.106946169,0.104961421,0.102847738,0.100771586,0.100632777,0.098767862,0.096293102,0.094692541,0.093253473,0.09149508,0.090390419,0.09025741,0.089168541,0.088502015,0.088014982,0.087073057,0.235256306,0.227099281,0.221024727,0.21760473,0.209046763,0.202105684,0.196913746,0.19251616,0.183854313,0.170343399,0.159922837,0.148794508,0.139751317,0.135570672,0.133197513,0.131229634,0.130160806,0.129227229,0.128643953,0.126464977,0.12469786,0.123955563,0.123824956,0.123588743,0.125221845,0.12498208,0.126787379,0.129710688,0.129867895,0.128701279,0.129843836,0.131668606,0.135709899,0.13640472,0.135508621,0.135887472,0.135313077,0.132013986,0.130996076,0.131703326,0.128499776,0.123168875,0.115619565,0.109392367,0.10710919,0.105424727,0.104597469,0.104496067,0.107137437,0.108062962,0.108518824,0.108532037,0.108912064,0.107756305,0.107643311,0.107037845,0.105084474,0.102529541,0.100875176,0.10144585,0.100733677,0.100192418,0.101156562,0.101413373,0.102013053,0.102079363,0.100248579,0.100023275,0.101294915,0.103106842,0.104025568,0.104099512,0.106360805,0.10970659,0.113869176,0.118853904,0.123315201,0.128291755,0.13551831,0.144804199,0.153970999,0.162744724,0.172453766,0.183684559,0.196109089,0.210069996,0.226468023,0.244957257,0.264121609,0.284174779,0.31692323,0.370276735
